Index,Clade,Clade_and_StateRegion,Type,Symb_Tol,Type_and_StateRegion,Gene,Isolate,Redundancy,Potential_Pseudogene_Ref,Species,Methodology,Genbank,Genbank_link,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Host_tol,AphiaID,Environment,Ocean,Host_and_Ocean,Host_and_StateRegion,Country,StateRegion,T_MMM_05,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Reference,Ref_link
3843,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS2,G85_85x,N_A,N_A,N_A,sequencing,AJ621543,http://www.ncbi.nlm.nih.gov/nuccore/AJ621543,Foraminifera,Polythalamea,Miliolida,Soritidae,Amphisorus,hemprichii,Amphisorus hemprichii,0.711,112822,in hospite,Pacific,"Amphisorus hemprichii, Pacific","Amphisorus hemprichii, Mariana Islands",United States,Mariana Islands,29.186,Guam,Harbor,13.32,144.47,12500,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3844,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748555,http://www.ncbi.nlm.nih.gov/nuccore/AM748555,Foraminifera,Polythalamea,Miliolida,Soritidae,Amphisorus,kudakajimaensis,Amphisorus kudakajimaensis,0.711,545197,in hospite,Pacific,"Amphisorus kudakajimaensis, Pacific","Amphisorus kudakajimaensis, Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3845,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS2,84X,N_A,N_A,N_A,sequencing,FM877429,http://www.ncbi.nlm.nih.gov/nuccore/FM877429,Foraminifera,Polythalamea,Miliolida,Soritidae,Amphisorus,hemprichii,Amphisorus hemprichii,0.711,112822,in hospite,Pacific,"Amphisorus hemprichii, Pacific","Amphisorus hemprichii, Mariana Islands",United States,Mariana Islands,29.186,Guam,N_A,"1,350,385","144,723,552",30000,N_A,N_A,1999,1999,Pochon_2010_J_Phycol_46_53,"Pochon X, Stat M, Takabayashi M, Chasqui L, Chauka LJ, Logan DDK, Gates RD (2010) Comparison of endosymbiotic and free-living Symbiodinium (Dinophyceae) diversity in a Hawaiian reef environment. Journal of Phycology 46, 53-65.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00797.x/pdf
3846,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AM748555,http://www.ncbi.nlm.nih.gov/nuccore/AM748555,Foraminifera,Polythalamea,Miliolida,Soritidae,Marginopora,sp.,Marginopora sp.,0.711,382446,in hospite,Pacific,"Marginopora sp., Pacific","Marginopora sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3847,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AM748555,http://www.ncbi.nlm.nih.gov/nuccore/AM748555,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3848,C,"C, Mariana Islands",C91a,0.522,"C91a, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748556,http://www.ncbi.nlm.nih.gov/nuccore/AM748556,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3849,C,"C, Mariana Islands",C91b,0.522,"C91b, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748557,http://www.ncbi.nlm.nih.gov/nuccore/AM748557,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3850,C,"C, Mariana Islands",C91c,0.522,"C91c, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748558,http://www.ncbi.nlm.nih.gov/nuccore/AM748558,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3851,C,"C, Mariana Islands",C91d,0.522,"C91d, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748559,http://www.ncbi.nlm.nih.gov/nuccore/AM748559,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3852,C,"C, Mariana Islands",C92,0.522,"C92, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748560,http://www.ncbi.nlm.nih.gov/nuccore/AM748560,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3853,C,"C, Mariana Islands",C92,0.522,"C92, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AM748560,http://www.ncbi.nlm.nih.gov/nuccore/AM748560,Foraminifera,Polythalamea,Miliolida,Soritidae,Amphisorus,sp.,Amphisorus sp.,0.711,112068,in hospite,Pacific,"Amphisorus sp., Pacific","Amphisorus sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3854,C,"C, Mariana Islands",C92a,0.522,"C92a, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748561,http://www.ncbi.nlm.nih.gov/nuccore/AM748561,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3855,C,"C, Great Barrier Reef",C93 (type 1),0.522,"C93 (type 1), Great Barrier Reef",ITS2,L41.2_602x,in as C3,N_A,N_A,sequencing,AJ621533,http://www.ncbi.nlm.nih.gov/nuccore/AJ621533,Foraminifera,Polythalamea,Miliolida,Soritidae,Marginopora,vertebralis,Marginopora vertebralis,0.711,382447,in hospite,Pacific,"Marginopora vertebralis, Pacific","Marginopora vertebralis, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Lizard Island,N_A,"-1,467,335","1,454,600,333",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3856,C,"C, Great Barrier Reef",C93 (type 1),0.522,"C93 (type 1), Great Barrier Reef",ITS2,L38.1_591x,in as C3,N_A,N_A,sequencing,AJ621534,http://www.ncbi.nlm.nih.gov/nuccore/AJ621534,Foraminifera,Polythalamea,Miliolida,Soritidae,Marginopora,vertebralis,Marginopora vertebralis,0.711,382447,in hospite,Pacific,"Marginopora vertebralis, Pacific","Marginopora vertebralis, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Lizard Island,N_A,"-1,467,335","1,454,600,333",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3857,C,"C, Great Barrier Reef",C93 (type 1),0.522,"C93 (type 1), Great Barrier Reef",ITS2,L60_1833x,in as C3,N_A,N_A,sequencing,AJ621535,http://www.ncbi.nlm.nih.gov/nuccore/AJ621535,Foraminifera,Polythalamea,Miliolida,Soritidae,Marginopora,vertebralis,Marginopora vertebralis,0.711,382447,in hospite,Pacific,"Marginopora vertebralis, Pacific","Marginopora vertebralis, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Lizard Island,N_A,"-1,467,335","1,454,600,333",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3858,C,"C, Great Barrier Reef",C93 (type 1),0.522,"C93 (type 1), Great Barrier Reef",ITS2,L44.3_612x,in as C3 ,N_A,N_A,sequencing,AJ621536,http://www.ncbi.nlm.nih.gov/nuccore/AJ621536,Foraminifera,Polythalamea,Miliolida,Soritidae,Marginopora,vertebralis,Marginopora vertebralis,0.711,382447,in hospite,Pacific,"Marginopora vertebralis, Pacific","Marginopora vertebralis, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Lizard Island,N_A,"-1,467,335","1,454,600,333",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3859,C,"C, Mariana Islands",C93 (type 2),0.522,"C93 (type 2), Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748562,http://www.ncbi.nlm.nih.gov/nuccore/AM748562,Foraminifera,Polythalamea,Miliolida,Soritidae,Amphisorus,kudakajimaensis,Amphisorus kudakajimaensis,0.711,545197,in hospite,Pacific,"Amphisorus kudakajimaensis, Pacific","Amphisorus kudakajimaensis, Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3860,C,"C, Mariana Islands",C93a,0.522,"C93a, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748563,http://www.ncbi.nlm.nih.gov/nuccore/AM748563,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3861,C,"C, N_A",C94,0.522,"C94, N_A",ITS2,culture 152,N_A,N_A,N_A,cloning,EU074940,http://www.ncbi.nlm.nih.gov/nuccore/EU074940,N_A,N_A,N_A,N_A,N_A,N_A,N_A_H,0.711,N_A,culture,N_A,"N_A_H, N_A","N_A_H, N_A",N_A,N_A,29.186,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,"Thornhill D, LaJeunesse T, Santos S (2007) Measuring rDNA diversity in eukaryotic microbial systems: how intragenomic variation, pseudogenes, and PCR artifacts confound biodiversity estimates. Molecular Ecology 16, 5326-5340.",http://www3.interscience.wiley.com/journal/117989921/abstract
3862,C,"C, Phuket",C94,0.522,"C94, Phuket",ITS2,N_A,N_A,N_A,N_A,DGGE,GU111876,http://www.ncbi.nlm.nih.gov/nuccore/GU111876,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,hyacinthus,Acropora hyacinthus,0.643,207044,in hospite,Pacific,"Acropora hyacinthus, Pacific","Acropora hyacinthus, Phuket",Thailand,Phuket,30.38,Andaman Sea,Hae,"7,450,068","98,230,912",1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
3863,C,"C, Pennsylvania",C94,0.522,"C94, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_GU111876,http://www.ncbi.nlm.nih.gov/nuccore/GU111876,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,granulosa,Acropora granulosa,0.663,207093,in hospite,Aquarium,"Acropora granulosa, Aquarium","Acropora granulosa, Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3864,C,"C, Pennsylvania",C94,0.522,"C94, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_GU111876,http://www.ncbi.nlm.nih.gov/nuccore/GU111876,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,humilis,Acropora humilis,0.489,207094,in hospite,Aquarium,"Acropora humilis, Aquarium","Acropora humilis, Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3865,C,"C, Pennsylvania",C94,0.522,"C94, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_GU111876,http://www.ncbi.nlm.nih.gov/nuccore/GU111876,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,millepora,Acropora millepora,0.658,207023,in hospite,Aquarium,"Acropora millepora, Aquarium","Acropora millepora, Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3866,C,"C, Pennsylvania",C94,0.522,"C94, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_GU111876,http://www.ncbi.nlm.nih.gov/nuccore/GU111876,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,sp.,Acropora sp.,0.608,205469,in hospite,Aquarium,"Acropora sp., Aquarium","Acropora sp., Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3867,C,"C, N_A",C94,0.522,"C94, N_A",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_GU111876,http://www.ncbi.nlm.nih.gov/nuccore/GU111876,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,sp.,Acropora sp.,0.608,205469,in hospite,Aquarium,"Acropora sp., Aquarium","Acropora sp., N_A",N_A,N_A,29.186,N_A,Joshi,N_A,N_A,N_A,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3868,C,"C, Pennsylvania",C94,0.522,"C94, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_GU111876,http://www.ncbi.nlm.nih.gov/nuccore/GU111876,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,valida,Acropora valida,0.837,207072,in hospite,Aquarium,"Acropora valida, Aquarium","Acropora valida, Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3869,C,"C, Phuket",C94a,0.629,"C94a, Phuket",ITS2,N_A,N_A,N_A,N_A,DGGE,GU111877,http://www.ncbi.nlm.nih.gov/nuccore/GU111877,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,hyacinthus,Acropora hyacinthus,0.643,207044,in hospite,Pacific,"Acropora hyacinthus, Pacific","Acropora hyacinthus, Phuket",Thailand,Phuket,30.38,Andaman Sea,Hae,"7,450,068","98,230,912",1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
3870,C,"C, Florida",C94a,0.629,"C94a, Florida",ITS2,N_A,N_A,N_A,N_A,DGGE,Same_as_GU111877,http://www.ncbi.nlm.nih.gov/nuccore/GU111877,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,0.681,206989,in hospite,Aquarium,"Acropora cervicornis, Aquarium","Acropora cervicornis, Florida",United States,Florida,30.25,Orlando,Sea World,"28,410,732","-81,462,772",2000,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3871,C,"C, Pennsylvania",C94a,0.629,"C94a, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_GU111877,http://www.ncbi.nlm.nih.gov/nuccore/GU111877,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,granulosa ,Acropora granulosa,0.663,207093,in hospite,Aquarium,"Acropora granulosa, Aquarium","Acropora granulosa, Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
